Comment,Sentiment_Score
heard rumour yesterday plan draw redevelop stamford 60000 seater feel seem prefer option parti approv sure extra go though specul well move elsewher build work do sound promis though,0.5267
mock model 3d max crest spline line trace stand extrud form model exact replica accur even exact number row space tier etc detail work proper photograph render,-0.3612
wow 3d render imag make today quickli thing share let know guy detail updat imag roof model littl go guess work exterior sure offici imag vagu,0.8074
year half ago barn,0.0
hmm your guess realli your good math though,0.4404
im hope icon join fantast london landmark,0.6597
mock model 3d max crest spline line trace stand extrud form model exact replica accur even exact number row space tier etc detail work proper photograph render,-0.3612
play ball accord consult speak brilliant work togeth 3 year,0.7351
hope davey ill upset see knock redevelop huge part childhood bench green bucket seat massiv floodlight ill never forget memori go ahead redevelop icon,-0.3257
theyv share lot mate everi chelsea forum ive peak well well do,0.6597
oh dumb ironi post,-0.5106
cheer neil draw sure take age,0.6808
name stand knock rebuilt,0.0
name stand knock rebuilt,0.0
name stand knock rebuilt,0.0
cheer neil draw sure take age,0.6808
neilando that finish trace do well job could though lot time play 3d max,0.5423
weve outbid spur use wembley temp home sb renov money talk,0.0
weve outbid spur use wembley temp home sb renov money talk,0.0
littl go roof might look know guess ad buttress see cfc imag close approxim,0.0
great effort,0.6249
littl go roof might look know guess ad buttress see cfc imag close approxim,0.0
great skill mate suitabl impress,0.7906
littl go roof might look know guess ad buttress see cfc imag close approxim,0.0
yeah forget number seat mark pitch whilst plea,0.1531
end wembley 3 year sing,0.0
tottenham unveil plan,0.0
never fill lift anyth note trophi wise,0.4767
17k singl tier stand hope incorpor account cant do site,0.4404
outsid design insid look ok that mainli tier stand must admit id love you sort end shedobvi without away invad,0.802
sure could say look good emir wembley look,0.6369
never fill lift anyth note trophi wise,0.4767
hi guy,0.0
spur big support fill still wont pork pie,0.4019
doubt theyll fill,-0.3612
honestli believ spur fill 60k wednesday night fa cup 3rd round like gillingham doncast even struggl fair,0.5859
leagu say spur big support also believ huge wait list season ticket,0.6124
london never north london mean cant realli comment assum spur arsen draw large fanbas due large popul true cant imagin boast number upper class west london,0.3773
id agre lot support come outsid sw6 say saw recent survey sure appar spur fan travel furthest home game tottenham poor part london realli hard call,0.4215
yeah histor weve alway big home counti support im sure clu peopl forum subject,0.7351
httpiimgurcomdqmsoikjpg,0.0
yeah histor weve alway big home counti support im sure clu peopl forum subject,0.7351
possibl reason impress weve alway work men team recent middl class influx,0.4404
sure honest im sure old poster could answer,0.7845
weve alway wide support surrey etc close west london essex peopl support west ham work class live everyon live surrey golf play foccacia eat account cours hous price go need affluent live though past mainli work class surrey middl class middl class fan rariti,0.8442
id gener agre reason say good follow essex ever draw support almost exclus middleupp class work man game,0.6808
cheer anyway mate look gener think among fan etc,0.6808
id gener agre reason say good follow essex ever draw support almost exclus middleupp class work man game,0.6808
tottenham unveil plan,0.0
design bland kinda look toilet bowl air insid nice unremark apart kop end ad nice give blank canva term littl site restrict id disappoint cooki cutter anoth emir style shelf design chelsea design far uniqu interest creat huge restrict design spur didnt,0.4588
tottenham unveil plan,0.0
design bland kinda look toilet bowl air insid nice unremark apart kop end ad nice give blank canva term littl site restrict id disappoint cooki cutter anoth emir style shelf design chelsea design far uniqu interest creat huge restrict design spur didnt,0.4588
toilet bowl,0.0
haz139 tradit lot support fulham chelsea world end lot road etc battersea wandsworth camberwel etc lot work class peopl social clean mani previou work class part london case lot support strong famili connect cfc move place sutton ewel etc also strong support part kent swanley particular reason lot train come ie victoria chare cross kent make get stamford easy district line,0.9601
anyon mention accord tim roll cpt there go 15000 corpor seat seem absurd amount slightli concern sinc weve struggl gener good atmospher late im sure mani agre good see east west stand actual get involv back team water stand peopl arent footbal real shame,0.8643
haz139 tradit lot support fulham chelsea world end lot road etc battersea wandsworth camberwel etc lot work class peopl social clean mani previou work class part london case lot support strong famili connect cfc move place sutton ewel etc also strong support part kent swanley particular reason lot train come ie victoria chare cross kent make get stamford easy district line,0.9601
ha ha mike,0.5859
he talk spur,0.0
awar,0.0
love phrase gentrif london,0.6369
didnt seem gentrifi morn way workmad cyclist distress walker angri bu travel,-0.5267
yeah histor weve alway big home counti support im sure clu peopl forum subject,0.7351
thank repli point guysladi say london realli sure popul spread etc thank,0.743
final render stamford look like base know imag feedback consult chelsea guy,0.3612
that great bit work,0.6249
final render stamford look like base know imag feedback consult chelsea guy,0.3612
didnt seem gentrifi morn way workmad cyclist distress walker angri bu travel,-0.5267
haz139 tradit lot support fulham chelsea world end lot road etc battersea wandsworth camberwel etc lot work class peopl social clean mani previou work class part london case lot support strong famili connect cfc move place sutton ewel etc also strong support part kent swanley particular reason lot train come ie victoria chare cross kent make get stamford easy district line,0.9601
final render stamford look like base know imag feedback consult chelsea guy,0.3612
love see bit colour imag regardless look excel,0.802
wasnt alway social clean lot peopl move away inner london borough choic werent particularli nice place live back desir hous stick opposit place brixton exampl your laugh back 80 hell,-0.6798
true enough although suppos realli refer fulham chelsea social cleansinglot peopl chanc get council hous abl afford buyrememb sht hole not hill look,0.4215
quotetim also reckon leav you 7000 extra seat ordinari fan shame,-0.2023
anyon mention accord tim roll cpt there go 15000 corpor seat seem absurd amount slightli concern sinc weve struggl gener good atmospher late im sure mani agre good see east west stand actual get involv back team water stand peopl arent footbal real shame,0.8643
roman pay,-0.1027
actual confirm anywher may contribut id surpris he pay whole £500m,-0.1027
actual confirm anywher may contribut id surpris he pay whole £500m,-0.1027
term overal shape roof compar render origin imag cfc creat grant havent model detail entranc stair mere exercis give impress roof make detail model build detail,0.6597
,0.0
wonder stuff mate genuin payingemploy design,0.0
geniu neilando great design,0.6249
thank guy design take credit fun tri make good represent imag blue print geniu come origin design,0.8834
know pic go viral mate,0.0
ye read articl didnt particularli mayb post link ive forgotten sens entitl didnt sit right,-0.2263
,0.0
lol bad,-0.1779
cours grate roman do,0.0
term overal shape roof compar render origin imag cfc creat grant havent model detail entranc stair mere exercis give impress roof make detail model build detail,0.6597
your come worth hassl term keep jones,0.2263
cant put finger figur excel render look horribl emir design corpor split half disastr effect atmospher,0.4588
,0.0
bjd thank dya mean theyr go viral that cool great lot peopl see lot feedback well roman pix share,0.9042
